VOIE_ID,VOIE_COMPLET,VOIE_FANTOIR,VOIE_DATECRE,VOIE_REAL,VOIE_OFFICIEL,TENANT,ABOUTISSANT,DENOM_ANNEE,DM_SEANCE,DELIB_NUM,COTE_ARCHIVES,DENOM_ORIGINE,DENOM_N_MOINS_1,DENOM_N_MOINS_1_ANNEE,DENOM_N_MOINS_2,DENOM_N_MOINS_2_ANNEE,LIEN_EXTERNE,OBSERVATIONS,GeoJSON
495,Rue Marceau,4700,2000-01-01,oui,oui,TURENNE (RUE DE),MARECHAL FOCH (BOULEVARD),1883,2019-11-02,,Inconnue,,voie 100,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.72102403009036,45.1843842598289],[5.72122054831178,45.1839143958149],[5.72140924905678,45.1834632100517],[5.72180978834419,45.1828233015993],[5.72220297627899,45.1822750924218],[5.72233966075959,45.1820850335184],[5.72270705270559,45.1815741703184],[5.72315782700051,45.180912478521]]}"
496,Rue Marcel Benoit,4710,2000-01-01,oui,oui,CONDILLAC (RUE),VERDUN (PLACE DE),1916,2019-11-02,,Inconnue,"Marcel Benoît, né à Grenoble en 1876 et mort à Front des Hauts-de-Meuse en 1916, avocat et capitaine dans le 414ème régiment d'infanterie.",Fantin-Latour (rue),,Inconnue,Inconnue,Aucun lien externe trouvé.,"Une partie de la voie ""rue Fantin Latour"" a été ""tronquée"" pour être dénommée ""rue Marcel Benoît"" ","{""type"":""LineString"",""coordinates"":[[5.73087571355887,45.1890165924857],[5.73058603391329,45.189393150821]]}"
497,Rue Marcel Bourette,4715,2000-01-01,oui,oui,ALBERT RAVANAT (RUE),GEORGES DE MANTEYER (RUE),2004,2004-04-19,,2848W 234,"Marcel Lucien Bourette, né à Saint-Jean-Roure en 1894 et mort à Grenoble en 1961, écrivain.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,Dénommée en 1963 d'après Dreyfus,"{""type"":""LineString"",""coordinates"":[[5.7456669604893,45.1734670647984],[5.74358770876618,45.1729910768778]]}"
498,Rue Marcel Deprez,4730,2000-01-01,oui,oui,MARIUS GONTARD (RUE),EDOUARD REY (BOULEVARD),1927,2019-11-02,,Inconnue,"Marcel Deprez, né à Aillant-sur-Milleron le 29 décembre 1843 et mort à Vincennes le 13 octobre 1918, ingénieur.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Marcel_Deprez,,"{""type"":""LineString"",""coordinates"":[[5.7222275631735,45.1919256536598],[5.72298263016167,45.1920101722249],[5.72304389661292,45.1920170296486],[5.72348286631036,45.1920661615877],[5.72349768371777,45.1920678200039],[5.72351250112603,45.1920694784181],[5.72430374668911,45.1921777356645]]}"
499,Rue Marcel Peretto,4740,2000-01-01,oui,oui,MALLIFAUD (RUE),MARCELIN BERTHELOT (AVENUE),1945,2019-11-02,,Inconnue,"Marcel Peretto, né à Montricher (Savoie) en 1906 et mort à Sassenage en 1944, commerçant et résistant.",Bresson (chemin),Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.72912184775438,45.1800787907642],[5.72911009239051,45.1799116109928],[5.7296887963848,45.1791400894606],[5.72986268602886,45.1789014254614],[5.73028212765687,45.1783004369994],[5.73065942524735,45.1776906261207],[5.73183849541996,45.1763537224826]]}"
501,Rue Anthoard,520,2000-01-01,oui,oui,PIERRE SEMARD (RUE),AIME BEREY (RUE),1909,2019-11-02,,Inconnue,"Jean-Auguste Adolphe Anthoard, né à Lus-la-Croix-Haute le 3 septembre 1807 et mort à Noyarey le 22 février 1895, homme politique, député de l'Isère et maire de Grenoble à deux reprises.",Ecole (chemin de l'),,Bonnier (chemin),Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.70939931580742,45.18875620872],[5.71119074997155,45.1890376360809],[5.71163586049194,45.1891024047728],[5.71194594558771,45.1891475246235],[5.71220804119857,45.1891856609231],[5.71288882779185,45.189284715987],[5.71381870553825,45.1894200074614]]}"
502,Cour Marcel Reymond,4752,2000-01-01,oui,oui,MINIMES (RUE DES),SANS ISSUE,1984,1984-02-24,21,Inconnue,"Origine imprécise, Marcel Raymond fût le nom, entre autres, d'un avocat grenoblois, d'un écrivain suisse, d'un sauteur à ski suisse.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.73362825291984,45.193242340154],[5.73351606368869,45.1931223498169],[5.73333064599929,45.1929240377279]]}"
503,Avenue Marcelin Berthelot,4770,2000-01-01,oui,oui,MALLIFAUD (RUE),MALHERBE (AVENUE),1967,1967-07-12,1,Inconnue,"Marcelin Berthelot, né à Thorailles (Loiret) le 9 octobre 1927 et mort à Paris le 25 septrembre 1997, homme politique.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Marcelin_Berthelot,,"{""type"":""LineString"",""coordinates"":[[5.73170126856489,45.1806252767322],[5.73174564099093,45.1792419264278],[5.73177618586871,45.1782897310738],[5.73180744116492,45.1773154608628],[5.73183849541996,45.1763537224826],[5.7318656246486,45.1756695466861],[5.73194484362987,45.1736638884766],[5.73195472232466,45.1731331436379],[5.7319799758028,45.1727853381099],[5.7320264156676,45.1716137954962],[5.73210806914249,45.1695540881073],[5.73213600825485,45.1688492902837]]}"
504,Passage du Marché,4776,2000-01-01,oui,oui,BERRIAT (COURS),SAINT-BRUNO (PLACE),2000,2000-01-17,,2519W 38,Voie ainsi dénommée car elle déssert la place Saint-Bruno où se tient un marché plusieurs jours par semaine.,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71330861806939,45.188387105195],[5.71325783740728,45.1880293754561],[5.71344776805122,45.188014226823],[5.7134192291542,45.1877103928638]]}"
505,Place du Marché,4778,2000-01-01,oui,oui,TRAMWAY (CHEMIN DU),PISCINE (CHEMIN DE LA),1995,1995-01-23,,Inconnue,,Saint-Bruno (place),,Nouvelle place à la demi-lune,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.73258434041842,45.1633236601265],[5.73272743353147,45.1631932883589],[5.73273639793868,45.163185120885],[5.73288845473691,45.1630465814345]]}"
506,Rue Maréchal Dode,4790,2000-01-01,oui,oui,JAY (RUE),JEAN JAURES (COURS),1888,2019-11-02,10,Inconnue,"Guillaume Dode de la Brunerie, né à Saint-Geoire-en-Valdaine le 30 avril 1775 et mort à Paris le 1er mars 1851, maréchal de France.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Guillaume_Dode_de_La_Brunerie,,"{""type"":""LineString"",""coordinates"":[[5.72140415110933,45.1904584389439],[5.72009282540633,45.1906794510365],[5.71995306802469,45.1907006053648]]}"
507,Boulevard Maréchal Foch,4800,2000-01-01,oui,oui,GUSTAVE RIVET (PLACE),"LIBERATION ET DU G, DE GAULLE",1938,2019-11-02,,Inconnue,"Ferdinand Foch, maréchal de France, de Grande-Bretagne et de Pologne, né à Tarbes le 2 octobre 1851 et mort à Paris le 20 mars 1929, officier général et académicien.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Ferdinand_Foch,,"{""type"":""LineString"",""coordinates"":[[5.71648353516516,45.1803585484208],[5.71778461011853,45.1804518997561],[5.71861505883699,45.1804988391244],[5.71960392247255,45.1805599100649],[5.71981966548885,45.1805737323225],[5.72036793907523,45.1806132800465],[5.72099025874189,45.1806544448308],[5.72136782060671,45.1806807353921],[5.7214990420279,45.1806901289583],[5.7216236699311,45.1807006507078],[5.72169222128087,45.1807082920384],[5.72175339037734,45.1807151034901],[5.72178995704826,45.1807191276292],[5.72260461418428,45.1808184038412],[5.72315782700051,45.180912478521],[5.72490573160229,45.1812457553313],[5.72496710555305,45.1812593490072],[5.72527092062365,45.1813268925749],[5.7253170634448,45.1813371564629],[5.72535390537879,45.1813453498551],[5.72546615780698,45.1813707171565],[5.72635771487256,45.1816204441743],[5.72706771460924,45.1818952029586]]}"
508,Boulevard Maréchal Joffre,4810,2000-01-01,oui,oui,PAUL MISTRAL (PLACE),GUSTAVE RIVET (PLACE),1938,2019-11-02,,Inconnue,"Joseph Jacques Césaire Joffre, né à Rivesaltes le 12 janvier 1852 (Pyrénées-Orientales) et mort à Paris le 3 janvier 1931, officier général français pendant la Première Guerre mondiale.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Joseph_Joffre,,"{""type"":""MultiLineString"",""coordinates"":[[[5.73209453711392,45.184000577164],[5.73296119812915,45.1843692640636]],[[5.72833339861173,45.1824403772647],[5.7303542833886,45.1832955701383],[5.73090450304925,45.1835254156626]]]}"
509,Boulevard Maréchal Leclerc,4820,2000-01-01,oui,oui,MARECHAL RANDON (AVENUE),SAINT-ROCH (AVENUE),1959,2019-11-02,,Inconnue,"Philippe François Marie de Hauteclocque dit ""Leclerc"", né à Belloy-Saint-Léonard (Somme) le 22 novembre 1902 et mort près de Colomb-Béchar le 28 novembre 1947, maréchal de France.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Mar%C3%A9chal_Leclerc,,"{""type"":""LineString"",""coordinates"":[[5.73489472622548,45.1958272250026],[5.7347757385372,45.1956054242743],[5.73500701531731,45.1950649703894],[5.73516163038174,45.1947697791542],[5.73550474301473,45.1942403539464],[5.73578215041787,45.1939129846357],[5.73595904153824,45.1937255240964],[5.73764970111695,45.1920051397848],[5.73844204236508,45.191198823868]]}"
510,Boulevard Maréchal Lyautey,4830,2000-01-01,oui,oui,HOCHE (RUE),JEAN PAIN (BOULEVARD),1940,2019-11-02,,Inconnue,"Louis Hubert Gonzalve Lyautey, né à Nancy le 17 novembre 1854 et mort à Thorey le 27 juillet 1934, maréchal de France.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Louis_Hubert_Gonzalve_Lyautey,,"{""type"":""LineString"",""coordinates"":[[5.73026844724814,45.1856786743133],[5.73070143263835,45.1855798782744],[5.73133167733354,45.185436069606],[5.73188935696086,45.1853088153218]]}"
511,Avenue Maréchal Randon,4840,2000-01-01,oui,oui,SAINT-EYNARD (PLACE DU),LAVALETTE (PLACE DE),1891,2019-11-02,,Inconnue,"Jacques Louis César Alexandre comte Randon, né à Grenoble le 25 mars 1795 et mort à Genève le 16 janvier 1871, militaire et homme politique, élevé à la dignité de maréchal de France.",Saulaie (avenue de la),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jacques_Louis_Randon,,"{""type"":""MultiLineString"",""coordinates"":[[[5.7385880254777,45.1986635611289],[5.73904833338494,45.1990062358616],[5.73947623043441,45.1993247771433],[5.74014977889956,45.1998328700023],[5.74060338822627,45.200175037762]],[[5.73704522807765,45.197483328851],[5.73825852598044,45.1984039061982],[5.73840739417123,45.1985213402847]],[[5.73235097428149,45.1937608471597],[5.73265093637081,45.1940714014712],[5.73291903454194,45.1943060011637],[5.73489472622548,45.1958272250026],[5.73644724453251,45.1970255064799]]]}"
512,Rue Antoine Chollier,530,2000-01-01,oui,oui,CLEMENCEAU (BOULEVARD),JULES FERRY (RUE),1941,2019-11-02,,Inconnue,"Antoine Chollier, né à Grenoble en 1894 et mort à Grenoble en 1939, écrivain.",Inconnue,Inconnue,Inconnue,Inconnue,https://fr.wikipedia.org/wiki/Antoine_Chollier,,"{""type"":""LineString"",""coordinates"":[[5.73687334688818,45.1829375262032],[5.73724960693403,45.1824685001071]]}"
513,Chemin de Marianne,4845,2000-01-01,oui,oui,LA BRUYERE (AVENUE),LORENZACCIO (RUE),1998,1998-05-25,,2308W 246,,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.72491666893759,45.1664604615139],[5.72496111820258,45.1654208533851]]}"
514,Rue Marie Chamoux,4850,2000-01-01,oui,oui,WASHINGTON (AVENUE),JEANNE D'ARC (AVENUE),1934,2019-11-02,,Inconnue,"Marie Chamoux, née à Grenoble en 1838 et morte à Grenoble en 1914, bienfaitrice.",Inconnue,Inconnue,Inconnue,Inconnue,Aucuen lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.74515079320808,45.1803894157863],[5.74606985403847,45.1804898647711],[5.74611059050187,45.1804927286897],[5.74613288132367,45.1804950472863],[5.74626441731009,45.1805103742831],[5.74638043619046,45.1805238144663],[5.74638723092406,45.180524605938],[5.74670015966247,45.1805608222408],[5.74670144129182,45.1805609647869],[5.7467722107419,45.180563513134]]}"
515,Avenue Marie Reynoard,4853,2000-01-01,oui,oui,MARIE REYNOARD (AVENUE),EDMOND ESMONIN (AVENUE),1968,2019-11-02,,Inconnue,"Marie Reynoard, née à Bastia le 28 octobre 1897 et morte à Ravensbrück (Allemagne) en janvier 1945, professeur de lettres et résistante.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Marie_Reynoard,,"{""type"":""MultiLineString"",""coordinates"":[[[5.72886738935057,45.1592124013316],[5.72876450575951,45.1612000204838],[5.72872276939115,45.1620663558857],[5.7286535279365,45.1638165713885],[5.7286194211191,45.1646786524255],[5.72854611723771,45.1665312717754],[5.72851531414688,45.1673096825157],[5.72853501896927,45.1678630754975],[5.72868910441494,45.1680585060393],[5.7287901249048,45.1681866320991],[5.72913779366453,45.1684096927374],[5.72967676237007,45.1685369053128],[5.73005120334293,45.1685489167969],[5.73102787280212,45.1685802411421],[5.73165178198573,45.1686447847124],[5.73213600825485,45.1688492902837]],[[5.72879824940579,45.1590076817343],[5.72869133477995,45.1610206742342],[5.72876450575951,45.1612000204838]]]}"
516,Rue Marius Blanchet,4857,2000-01-01,oui,oui,JULES VALLES (AVENUE),GRAND CHATELET (AVENUE DU),1969,2019-11-02,,Inconnue,"Marie-Joseph dit ""Marius"" Blanchet, né à Rives en 1867 et mort à Grenoble en 1959, industriel.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.75124510281857,45.1788586510264],[5.74956649154315,45.1784824455013],[5.74945753968346,45.1783488695852]]}"
517,Rue Marius Gontard,4860,2000-01-01,oui,oui,CREQUI (QUAI),FELIX VIALLET (AVENUE),1924,2019-11-02,,Inconnue,"Marius Gontard, né à La-Cluze-et-Paquier en 1856 et mort à Grenoble en 1923, industriel.",Hôpital (rue de l'),Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.72416270848763,45.1926796850042],[5.72430374668911,45.1921777356645],[5.72442187447779,45.1916769210802]]}"
