VOIE_ID,VOIE_COMPLET,VOIE_FANTOIR,VOIE_DATECRE,VOIE_REAL,VOIE_OFFICIEL,TENANT,ABOUTISSANT,DENOM_ANNEE,DM_SEANCE,DELIB_NUM,COTE_ARCHIVES,DENOM_ORIGINE,DENOM_N_MOINS_1,DENOM_N_MOINS_1_ANNEE,DENOM_N_MOINS_2,DENOM_N_MOINS_2_ANNEE,LIEN_EXTERNE,OBSERVATIONS,GeoJSON
237,Avenue de l'Europe,2686,2000-01-01,oui,oui,EYBENS,MARIE REYNOARD (AVENUE),1998,1998-04-20,,Inconnue,"L'Europe est un continent ou une partie des supercontinents de l'Eurasie et de l'Afro-Eurasie, parfois appelée le « Vieux Continent », par opposition au « Nouveau Monde » (l'Amérique). ",Général de Gaulle (avenue du) ,,Voie 24,Inconnue,http://fr.wikipedia.org/wiki/Europe,,"{""type"":""LineString"",""coordinates"":[[5.72886738935057,45.1592124013316],[5.7305502139553,45.1592486347589],[5.73097602290016,45.1592442108994],[5.73121493338297,45.1593662432258],[5.73241802762545,45.1593430350175],[5.73307464989354,45.1594031178448],[5.73349579275662,45.1594439977898],[5.73388079658886,45.159417560404],[5.73414189012847,45.1592598473815],[5.73606985057918,45.1592605492385],[5.73701405686348,45.1593778064457],[5.73758282874015,45.15946082344],[5.7391075862666,45.1598323347798],[5.73929761400307,45.1601587974826]]}"
238,Rue Expilly,2690,2000-01-01,oui,oui,JEAN ACHARD (PLACE),SAINT JACQUES (RUE),1856,2019-11-02,,Inconnue,"Claude Expilly, né à Voiron le 21 décembre 1561 et mort à Grenoble le 25 juillet 1636, magistrat et poète.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Claude_Expilly,,"{""type"":""LineString"",""coordinates"":[[5.72906529698199,45.1894605050706],[5.72837652104753,45.1892795953107]]}"
239,Impasse Eymard,2695,2000-01-01,oui,oui,TURENNE (RUE DE),SANS ISSUE,Inconnue,2019-11-02,,Inconnue,"Sylvain Eymard, né à Lanchâtre en 1792 et mort à Lanchâtre en 1869, médecin.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé,Déommée peu après 1902 d'après Dreyfus (après la dénomination de la rue de Turenne),"{""type"":""LineString"",""coordinates"":[[5.71801887231068,45.1828980203522],[5.71811438770178,45.1826942912982]]}"
240,Rue Fantin Latour,2710,2000-01-01,oui,oui,VERDUN (PLACE DE),PAUL VALLIER (PLACE),1905,2019-11-02,,Inconnue,"Ignace Henri Jean Théodore Fantin-Latour, né à Grenoble le 14 janvier 1836 et mort à Buré le 25 août 1904, peintre et lithographe.",Alpes (rue des),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Henri_Fantin-Latour,,"{""type"":""LineString"",""coordinates"":[[5.73166376945877,45.1880203618505],[5.73254663994079,45.1869431214776],[5.73285420047448,45.1865635318113]]}"
241,Rue Farconet,2720,2000-01-01,oui,oui,HALAGE (CHEMIN DE),MARECHAL RANDON (AVENUE),1909,2019-11-02,,Inconnue,"Jacques Frédéric Farconet, né à Grenoble en 1807 et mort à Biviers en 1863, avocat et homme politique.",Flandin (rue),Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,"La voie ""rue Flandin"" a été tronquée pour être dénommée ""rue Farconnet""","{""type"":""LineString"",""coordinates"":[[5.73947623043441,45.1993247771433],[5.73948261217197,45.1992076383407],[5.73983205230391,45.1994210451823],[5.74043409478096,45.1994088095601],[5.74156642106804,45.1993857882576]]}"
242,Rue Federico Garcia Lorca,2945,2000-01-01,oui,oui,JEAN PERROT (AVENUE),CHARLES DULLIN (PLACE),1967,1967-07-12,1,Inconnue,"Federico García Lorca, né à Fuente Vaqueros (Espagne) le 5 juin 1898 et mort à Viznar (Espagne) le 19 août 1936, poète et dramaturge, peintre, pianiste et compositeur.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Federico_Garc%C3%ADa_Lorca,,"{""type"":""MultiLineString"",""coordinates"":[[[5.73458549735765,45.1712121100631],[5.73461273081749,45.1712189192238],[5.73544683901672,45.1714274667819],[5.73558124660977,45.1715843365237],[5.73819060898795,45.1722430283368]],[[5.73531051827766,45.1720898815921],[5.73558124660977,45.1715843365237]]]}"
243,Rue Félix Esclangon,2730,2000-01-01,oui,oui,TROIS MAISONS (CHEMIN DES),MARTYRS (RUE DES),1961,1961-05-09,2,Inconnue,"Jules Félix Esclangon, né à Manosque le 10 janvier 1905 et mort le 5 mai 1956, professeur en énergétique appliquée à La Sorbonne et ancien directeur de l'Institut Polytechnique de Grenoble.",Canal de Fontenay (rue du),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/F%C3%A9lix_Esclangon,,"{""type"":""LineString"",""coordinates"":[[5.70370705445923,45.1898818956984],[5.70380408390606,45.1900750097116],[5.70423262886215,45.1903802610823],[5.70475196161752,45.1906713843684],[5.7061811161834,45.1914310733226],[5.70709871041038,45.1919685855623],[5.70770538803544,45.1923332049471],[5.70882937430006,45.1931474076749],[5.70949112848768,45.193667638417],[5.71040823021494,45.194388585764],[5.71068155085533,45.1946851256548],[5.71081350463202,45.1953128565855],[5.71083764811135,45.1954277105081],[5.70983065497827,45.1977584570881]]}"
244,Rue Félix Poulat,2740,2000-01-01,oui,oui,GRENETTE (PLACE),DOCTEUR BALLY (RUE),1899,2019-11-02,,Inconnue,"Félix Poulat né à Grenoble le 11 juin 1846 et mort en 1896, maire de Grenoble pendant 6 mois.",Saint-Louis (rue),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/F%C3%A9lix_Poulat,,"{""type"":""MultiLineString"",""coordinates"":[[[5.72620688544186,45.1898078982183],[5.72590068523846,45.1900498307699],[5.72632087804242,45.1901529935952],[5.72684550289255,45.1903994364519],[5.72699592059004,45.1904587142335],[5.72717929472668,45.1905247936122]],[[5.72547769067386,45.1899459826167],[5.72590068523846,45.1900498307699]]]}"
245,Avenue Félix Viallet,2750,2000-01-01,oui,oui,BELGRADE (RUE DE),GARE (PLACE DE LA),1910,2019-11-02,,Inconnue,"Félix Viallet né à Grenoble le 30 octobre 1839 et mort à Voiron le 17 avril 1910, industriel et maire de Grenoble (du 17 mai 1908 au 17 avril 1910).",Gare (avenue de) ,,Voie 97,Inconnue,http://fr.wikipedia.org/wiki/F%C3%A9lix_Viallet_(industriel),,"{""type"":""LineString"",""coordinates"":[[5.71574006675935,45.1903732517992],[5.71680028736209,45.1905324892379],[5.71872497179837,45.1908215496522],[5.71924691916068,45.1908999346211],[5.72006478628914,45.1910227458741],[5.72125478670916,45.1912014306413],[5.72208364683362,45.1913258803734],[5.72277609855301,45.1914298442502],[5.72396931473828,45.1916089845032],[5.72442187447779,45.1916769210802],[5.72503748941785,45.1917607216521]]}"
246,Rue Alphonse Daudet,340,2000-01-01,oui,oui,RENE LESAGE (RUE),JEAN PERRIN (RUE),1935,2019-11-02,,Inconnue,"Alphonse Daudet, né à Nîmes le 13 mai 1840 et mort à Paris le 16 décembre 1897, écrivain et auteur dramatique.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Alphonse_Daudet,,"{""type"":""LineString"",""coordinates"":[[5.71890129612014,45.1682123141539],[5.71944898659635,45.1688147689634],[5.72006301556563,45.1696784037216]]}"
247,Avenue Fénelon,2770,2000-01-01,oui,oui,JEAN RACINE (PLACE),LENOTRE (RUE),1954,2019-11-02,,Inconnue,"François de Salignac de La Mothe-Fénelon dit Fénelon, né au château de Fénelon à Sainte-Mondane (Périgord) le 6 août 1651, mort à Cambrai le 7 janvier 1715, homme d'Église, théologien et écrivain.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Fran%C3%A7ois_de_Salignac_de_La_Mothe-F%C3%A9nelon,,"{""type"":""LineString"",""coordinates"":[[5.73741214192764,45.1692648067477],[5.73734246267376,45.1689826837903],[5.73738305128902,45.1688940656535],[5.73751603289784,45.1688202258142],[5.73796984260939,45.1687545036147],[5.73825374946757,45.1688161465086],[5.73868831978314,45.168638607762],[5.73931781040464,45.168260241046],[5.73990758326946,45.1679057437004],[5.74082412897597,45.1674171972779],[5.74101663238546,45.1673288888083]]}"
248,Rue du Fer à cheval,2780,2000-01-01,oui,oui,TRES-CLOITRES (RUE),BEAUX TAILLEURS (RUE DES),1794,2019-11-02,,Inconnue,Origine imprécise.,Houliers (rue des),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Fer_%C3%A0_cheval,,"{""type"":""LineString"",""coordinates"":[[5.73288241688233,45.1928124591073],[5.73266624816308,45.1922734452694],[5.73282915577673,45.1922419917294]]}"
249,Rue Fernand Pelloutier,2800,2000-01-01,oui,oui,CARDINAL LE CAMUS (RUE),SAINT MARTIN D'HERES,1966,2019-11-02,,Inconnue,"Fernand-Léonce Émile Pelloutier, né à Paris le 1er octobre 1867 et mort le 13 mars 1901 à Sèvres (Seine-et-Oise), militant syndicaliste révolutionnaire socialiste et libertaire.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Fernand_Pelloutier,,"{""type"":""LineString"",""coordinates"":[[5.7439396983097,45.1682349309269],[5.74383437095371,45.1678633876252],[5.74302283926676,45.1664615832495]]}"
250,Rue Fernand Rouvière,2802,2000-01-01,oui,oui,ERNEST HAREUX (RUE),CHARLES BERTHIER (RUE),1986,1986-02-07,80,Inconnue,"Fernand Rouvière, né à Vif en 1895 et mort à Grenoble en 1985, instituteur.",Inconnue,Inconnue,Inconnue,Inconnue,Aucuen lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71343962090471,45.2002562055505],[5.71318475563228,45.2008138661202]]}"
251,Place Firmin Gautier,2810,2000-01-01,oui,oui,PIERRE SEMARD (RUE),VERCORS (RUE DU),1941,2019-11-02,,Inconnue,"Firmin Gautier, né à Grenoble en 1838 et mort à Grenoble en 1877, peintre.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.7120381004961,45.1908253850173],[5.71137633308049,45.1905587204879],[5.71141412011048,45.1908684203332],[5.71146486893446,45.1912402292107]]}"
252,Rue Flandin,2820,2000-01-01,oui,oui,FARCONNET (RUE),SANS ISSUE,1909,2019-11-02,,Inconnue,L'origine de cette dénomination vient de la propriété Flandin qui bordait cette voie avant qu'elle n'entre dans le domaine public.,Vendre (rue),Inconnue,Farconnet (rue) en partie ,Inconnue,Aucun lien externe trouvé.,Dénomination -3 : Flandin (chemin) (année de dénomination inconnue),"{""type"":""LineString"",""coordinates"":[[5.74043409478096,45.1994088095601],[5.74043587652424,45.1997183905353]]}"
253,Rue des Fleurs,2830,2000-01-01,oui,oui,MENON (RUE),MORTILLET (RUE DE),Inconnue,2019-11-02,,Inconnue,Origine imprécise.,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,Ainsi dénommée depuis le déut du 20è siècle d'après Dreyfus,"{""type"":""LineString"",""coordinates"":[[5.73791994016982,45.2004266716124],[5.7380813158653,45.1985633058184]]}"
254,Rue Florian,2840,2000-01-01,oui,oui,PASCAL (RUE),LA BRUYERE (AVENUE),1932,2019-11-02,,Inconnue,"Jean-Pierre Claris de Florian, né à Sauve (Gard) le 6 mars 1755 et mort à Sceaux (Hauts-de-Seine) le 13 septembre 1794, écrivain.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jean-Pierre_Claris_de_Florian,,"{""type"":""LineString"",""coordinates"":[[5.73630773230363,45.1677905115564],[5.73597988765451,45.1666857297413]]}"
255,Impasse de la Fontaine,2845,2000-01-01,oui,oui,PAUL HELBRONNER (RUE),VERDERET (ALLEE DU),1988,1988-06-27,202,Inconnue,Origine imprécise.,Fontaine (desserte de la),1978,Inconnue,Inconnue,Aucun lien externe trouvé.,Dénommée desserte de la Fontaine en 1978 puis impasse en 1988,"{""type"":""LineString"",""coordinates"":[[5.7409209935807,45.1647287497272],[5.74027969956113,45.1650016389794],[5.74015443953407,45.1650033924307],[5.73948326023714,45.1650127856288]]}"
256,Impasse du Four,2850,2000-01-01,oui,oui,SAINT LAURENT (RUE),SANS ISSUE,Inconnue,2019-11-02,,Inconnue,Origine imprécise.,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.72954735149293,45.1956476283426],[5.72927406571645,45.1958616885401],[5.7292302309479,45.195826394446]]}"
257,Rue Alphonse Terray,350,2000-01-01,oui,oui,JEAN PREVOST (RUE),ABBE GREGOIRE (RUE),1908,2019-11-02,,Inconnue,"Alphonse Terray, né à Grenoble en 1847 et mort à Grenoble en 1912, industriel et conseiller municipal, il est le grand-père de l'alpiniste Lionel Terray.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71202480839911,45.1850104473839],[5.7134496177691,45.184924024843],[5.7139815399153,45.1848917600028],[5.71468402750429,45.1848491450474],[5.7152966825112,45.1848119808822]]}"
258,Rue Fourier,2870,2000-01-01,oui,oui,JOSEPH CHANRION (RUE),DOMINIQUE VILLARS (RUE),1856,2019-11-02,,Inconnue,"Jean Baptiste Joseph Fourier, né à Auxerre le 21 mars 1768 et mort à Paris le 16 mai 1830, mathématicien et physicien.",Napoléon (rue),,Ch-Neuf (rue du),Inconnue,http://fr.wikipedia.org/wiki/Joseph_Fourier,,"{""type"":""LineString"",""coordinates"":[[5.73465050921715,45.188719495362],[5.73547694780033,45.1894557913389],[5.7361653068368,45.1900687591982]]}"
259,Quai de France,2880,2000-01-01,oui,oui,PERRIERE (QUAI),ARISTIDE BRIAND (PLACE),1830,2019-11-02,,Inconnue,"Ainsi dénommé depuis le XIXème siècle, le quai de France est relié au Pont de la Porte de France. La porte de France est l'un des derniers restes de l'enceinte construite par Lesdiguières.",Princes (quai des),,Porte de France (quai de la),Inconnue,Aucun lien externe trouvé.,"Dénommé depuis 1840 d'après Dreyfus / D'après l'ouvrage ""La topographie de Grenobe au XIX"", l'année de dénomination n'est pas certaine","{""type"":""LineString"",""coordinates"":[[5.72390831565286,45.1935740319861],[5.72359172165928,45.1935435688389],[5.72156700368621,45.1934208104118],[5.72015258467038,45.1934320898343],[5.71994415561992,45.1934870119359]]}"
260,Rue Francis Jammes,2890,2000-01-01,oui,oui,LEON BLUM (AVENUE),LUCIEN ANDRIEUX (RUE),1941,2019-11-02,,Inconnue,"Francis Jammes, né à Tournay le 2 décembre 1868 et décédé à Hasparren le 1er novembre 1938,  poète, romancier, dramaturge et critique.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Francis_Jammes,,"{""type"":""LineString"",""coordinates"":[[5.71762497763061,45.1639442881228],[5.71888799658451,45.162761704245],[5.72031160335855,45.1615182197879],[5.72068488713958,45.1614022708466]]}"
261,Rue François Coppée,2910,2000-01-01,oui,oui,CHARMILLES (RUE DES),EMILE ZOLA (RUE),1933,2019-11-02,,Inconnue,"François Édouard Joachim Coppée, né à Paris le 26 janvier 1842 où et mort à Paris le 23 mai 1908, poète, dramaturge et romancier.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Fran%C3%A7ois_Copp%C3%A9e,,"{""type"":""LineString"",""coordinates"":[[5.7286717465422,45.1752683801994],[5.72831918155228,45.1745777066918]]}"
262,Esplanade François Mitterrand,2917,2000-01-01,oui,oui,LAVALETTE (PLACE),MARECHAL RANDON (AVENUE),1996,1996-06-17,,Inconnue,"François Mitterrand, né à Jarnac (Charente)  le 26 octobre 1916 et mort à Paris le 8 janvier 1996 , homme d'état, il est le 21ème président de la République française du 21 mai 1981 au 17 mai 1995.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Fran%C3%A7ois_Mitterrand,,"{""type"":""LineString"",""coordinates"":[[5.73159523230126,45.194732149133],[5.73207834444222,45.1943227523033],[5.73235097428149,45.1937608471597]]}"
263,Rue François Raoult,2920,2000-01-01,oui,oui,AGUTTE SEMBAT (BOULEVARD),GAMBETTA (BOULEVARD),1934,2019-11-02,,Inconnue,"François-Marie Raoult, né à Fournes-en-Weppes le 10 mai 1830 et mort à Grenoble le 1er avril 1901, chimiste et physicien.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Fran%C3%A7ois-Marie_Raoult,,"{""type"":""LineString"",""coordinates"":[[5.7280327977511,45.1866778922094],[5.72524835462218,45.1857266575196],[5.72498057216568,45.1856732198186]]}"
264,Rue Franklin,2930,2000-01-01,oui,oui,JACQUARD (RUE),HONORE DE BALZAC (RUE),1929,2019-11-02,,Inconnue,"Benjamin Franklin, né à Boston le 17 janvier 1706 à Boston  et mort à Philadelphie le  17 avril 1790, imprimeur, éditeur, écrivain, naturaliste, inventeur et homme politique américain.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Benjamin_Franklin,,"{""type"":""LineString"",""coordinates"":[[5.72063170429496,45.1755967808222],[5.7207141168697,45.1753689637807],[5.72129578251441,45.1738271151494]]}"
265,Rue Frédéric Taulier,2940,2000-01-01,oui,oui,LAVALETTE (PLACE),NOTRE DAME (PLACE),1883,2019-11-02,,Inconnue,"Frédéric-Marc-Joseph Taulier, né à Grenoble le 15 décembre 1806 et mort à Grenoble le 22 janvier 1861, avocat et maire de Grenoble (de 1845 à 1848, puis de 1849 à 1851).",Récollets (rue des),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Taulier,Dénommée en 1882 d'après Dreyfus,"{""type"":""LineString"",""coordinates"":[[5.73235097428149,45.1937608471597],[5.73200225515086,45.1933484339837]]}"
266,Allée des Frênes,2948,2000-01-01,oui,oui,BALADINS (GALERIE DES),ERABLES (ALLEE DES),1995,1995-01-23,,Inconnue,"En référence à l'arbre de la famille des oléacées, présent dans nos régions.",Frênes (impasse des) ,,Frênes (desserte des),,http://fr.wikipedia.org/wiki/Fr%C3%AAne,,"{""type"":""LineString"",""coordinates"":[[5.73727899686067,45.1602891476195],[5.73725024959501,45.1606148290499],[5.73639141144559,45.1612140927492]]}"
267,Rue de la Frise,2950,2000-01-01,oui,oui,DOYEN LOUIS WEIL (AVENUE),DOYEN LOUIS WEIL (AVENUE),1991,2019-11-02,,Inconnue,Origine inconnue.,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,"D'après Dreyfus, la voie a été dénommée au début du Xxème siècle, puis fut supprimée lors des travaux d'Europole","{""type"":""LineString"",""coordinates"":[[5.71186316274417,45.1914614636149],[5.71227223234224,45.1915484051562],[5.7127527081985,45.1916598160173],[5.71339120389372,45.191800163357],[5.71364168372018,45.1912760266696],[5.71390599966039,45.190715374516],[5.71275346942494,45.1904527114427],[5.71259914420231,45.1903825814597]]}"
268,Chemin des Alpins,360,2000-01-01,oui,oui,STALINGRAD (RUE DE),MARQUIAN (RUE),1893,2019-11-02,,Inconnue,Dénomination adoptée en commémoration de l'héroïsme des chasseurs alpins au cours de la guerre franco-allemande de 1870.,Cavales (chemin des),Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71875727763203,45.1714221368967],[5.71910158288135,45.1715433429922],[5.71981007515418,45.1716580273601],[5.72018803906338,45.1716717769913],[5.72129006486484,45.1717118595045],[5.72182816576506,45.1717311262548],[5.72307317260696,45.1717756893977],[5.72346972092531,45.1717448216004],[5.72417352730251,45.1714488373072]]}"
269,Rue Gabriel Péri,2970,2000-01-01,oui,oui,ALSACE LORRAINE (AVENUE),JOSEPH REY (RUE),1945,2019-11-02,,Inconnue,"Gabriel Péri, né à Toulon le 9 février 1902 et mort au mont Valérien le 15 décembre 1941, journaliste et homme politique.",Fédération (rue de la),,Nicolas (chemin),Inconnue,http://fr.wikipedia.org/wiki/Gabriel_P%C3%A9ri,,"{""type"":""LineString"",""coordinates"":[[5.71671042632874,45.1863899920896],[5.71689712987301,45.1865141955223],[5.71716701347211,45.1869796525709],[5.71743796251013,45.1874212867345],[5.71764895140615,45.1877651744941],[5.71786340387808,45.1881147154819],[5.71807834913792,45.1884393788483],[5.71820572800943,45.1886317626573],[5.71845173626463,45.1890033215766],[5.71860264929173,45.1892312535519],[5.71879176732384,45.1895168857521],[5.71889174867351,45.1896280200858]]}"
271,Rue Galilée,2980,2000-01-01,oui,oui,NICOLAS CHORIER (RUE),DAUPHINE (RUE DU),1923,2019-11-02,,Inconnue,"Galileo Galilei dit Galilée, né à Pise le 15 février 1564 et mort à Arcetri le 8 janvier 1642, astronome, physicien, mathématicien et géomètre.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Galil%C3%A9e_(savant),,"{""type"":""LineString"",""coordinates"":[[5.71563968852031,45.1859183505525],[5.71563591316059,45.18558178859],[5.71563308707557,45.1853300085328],[5.71562706110729,45.1847919338221]]}"
272,Rue Gallice,2990,2000-01-01,oui,oui,SIDI-BRAHIM (RUE),"LIBERATION ET DU G, DE GAULLE",1911,2019-11-02,,Inconnue,"Anne-Marie Sophie Descolle, épouse Gallice, née à Grenoble en 1784 et morte à Grenoble en 1857, bienfaitrice, elle légua tous ses biens à la Ville de Grenoble.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71487051279379,45.1756003476134],[5.71584334749404,45.1754183744779],[5.71628096037084,45.1753364577112]]}"
273,Traverse Gallice,2995,2000-01-01,oui,oui,GALLICE (RUE),SIDI-BRAHIM (RUE),1994,1994-11-18,N°129,2047W 570,"Anne-Marie Sophie Descolle, épouse Gallice, née à Grenoble en 1784 et morte à Grenoble en 1857, bienfaitrice, elle légua tous ses biens à la Ville de Grenoble.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71584334749404,45.1754183744779],[5.7158261828823,45.1753691803323],[5.71576951232093,45.1751978383253],[5.71575702025005,45.1751602896748],[5.71566950836626,45.1748962803722],[5.71565884949373,45.1748639914768],[5.71562976790582,45.1747753253962],[5.71559410782329,45.1746698307215],[5.71560621424852,45.1746568720125],[5.71561574366215,45.1746477702797],[5.71598402233411,45.1745879068116],[5.71602938401812,45.1745802472322]]}"
274,Boulevard Gambetta,3000,2000-01-01,oui,oui,HUBERT DUBEDOUT (PLACE),GUSTAVE RIVET (PLACE),1883,2019-11-02,,Inconnue,"Léon Gambetta, né à Cahors le 2 avril 1838 et mort à Sèvres le 31 décembre 1882, homme politique républicain.",Voie 97,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/L%C3%A9on_Gambetta,"D'après Dreyfus, ainsi dénommée depuis 1885 puis débaptisée le 20-12-1940 pour devenir ""boulevard Maréchal Pétain"", redevenu boulevard Gambetta le 5 décembre 1944","{""type"":""LineString"",""coordinates"":[[5.72078025318341,45.1919155153339],[5.72081201159061,45.1918523480812],[5.72082158621515,45.1918333041899],[5.72124020007486,45.1912227072046],[5.72125478670916,45.1912014306413],[5.72152408289156,45.1908018975399],[5.7219649533894,45.1901477981434],[5.72230413092461,45.189644562958],[5.72271243022668,45.189038755946],[5.72326241938735,45.1882226980942],[5.72356516571248,45.18777347702],[5.72388133000792,45.1873043593926],[5.72399776821606,45.1871315804074],[5.72411420573436,45.1869588012898],[5.72467716737003,45.1861234464337],[5.72498057216568,45.1856732198186],[5.72552834100521,45.184860346374],[5.72579596442309,45.184463197973],[5.72585684858293,45.1843728461081],[5.72606627715621,45.1840620524768],[5.72647048528261,45.1834621938991],[5.72651262497883,45.1833996563578],[5.72700168719794,45.1826738510435],[5.72705875404368,45.1825891582003],[5.72728116463487,45.182251695132],[5.72731266099655,45.182199659568]]}"
275,Impasse Ganganelli,3010,2000-01-01,oui,oui,GRAND CHATELET (AVENUE DU),SANS ISSUE,Inconnue,2019-11-02,,Inconnue,"Lorsque l'impasse fut classée dans le réseau des voies publiques, elle prit le nom de l'un des propriétaires de terrain.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.74825836744549,45.1813314255323],[5.74817200328493,45.1813200453865],[5.74792438159737,45.1812880419802],[5.74773670055672,45.1812641867316],[5.7475738951994,45.1812432941646],[5.74749075812789,45.1812325834521],[5.74724021363328,45.1812006642835]]}"
276,Place de la Gare,3020,2000-01-01,oui,oui,ALSACE LORRAINE (AVENUE),CASIMIR BRENIER (RUE),1883,2019-11-02,,Inconnue,"Edifiée autour des Jeux Olympiques de 1968. Le 8 juin 1966, l'accord pour sa construction fut donné au Maire, Hubert Dubedout, par le Général De Gaulle, lors d'une visite officielle à Grenoble.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,"D'après Dreyfus, dénommée depuis 1888","{""type"":""LineString"",""coordinates"":[[5.71564617026889,45.1896621225921],[5.71577081567313,45.1900982013111],[5.71573553718617,45.1903406410433],[5.7157377480664,45.1903565596251],[5.71574006675935,45.1903732517992],[5.71539963000342,45.1912567933391]]}"
277,Rue Gaston Letonnelier,3030,2000-01-01,oui,oui,PAUL COCAT (AVENUE),TEISSEIRE (AVENUE),1959,1959-05-21,2,Inconnue,"Gaston Letonnelier, né à Javron (Mayenne) le 26 avril 1881 et mort à Grenoble le 18 mars 1955, archiviste et auteur d'ouvrages.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""MultiLineString"",""coordinates"":[[[5.74267613230642,45.1690480124158],[5.74276754782307,45.1691476626621],[5.74289896865145,45.1698167273753],[5.7430303924937,45.1704857917175],[5.74307953427728,45.170528901822],[5.74315075677918,45.170550572288],[5.7434879408872,45.1705171053724],[5.74377385739231,45.1719408271012]],[[5.74201260358857,45.1698980876028],[5.74289896865145,45.1698167273753]]]}"
278,Rue Gay Lussac,3050,2000-01-01,oui,oui,KRUGER (RUE),MARCEL PERETTO (RUE),1909,2019-11-02,,Inconnue,"Louis Joseph Gay-Lussac, né à Saint-Léonard-de-Noblat le 6 décembre 1778 et mort à Paris le 9 mai 1850, chimiste et physicien.",Transwaal (rue du),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Gay-Lussac,,"{""type"":""LineString"",""coordinates"":[[5.73028212765687,45.1783004369994],[5.73177618586871,45.1782897310738],[5.73278341534596,45.1782824996515],[5.73421463988977,45.1782722094842],[5.73466867034039,45.178268938183]]}"
279,Rue d'Alsace,370,2000-01-01,oui,oui,ALSACE LORRAINE (AVENUE),ANCIEN CHAMP DE MARS (RUE DE),Après 1870,2019-11-02,,Inconnue,"Après la guerre franco-allemande de 1870, la municipalité adopta cette dénomination avec la volonté de conserver le souvenir de la ""province perdue"" à la signature du traité de Francfort.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.72137894395671,45.1892444355522],[5.72105065483523,45.1885871672764]]}"
